title,type,description,cast,creators,directors,genres,mpaa,poster,duration,url,seasons,api_url
Dog City,series,"Cats are mobbing into Eliot's apartment building.  And Bruno will not allow it.  This gives Eliot inspiration for his latest Ace Hart Adventure. The Cat gang has decided to take over Dog city and to run the dogs out of town. Unfortunately for them they have Bugsy Vile to contend with. Unfortunately for Bugsy, he can't get rid of them alone.","Stuart Stone,James Rankin,John Stocker,Elizabeth Hanna,Howard Jerome,Stephen Ouimette,Ron White,Paulina Gillis",,John van Bruggen,Family/Kids,G,http://imghost.device.screenmedia.net/49866_112_DogCity_214x306.jpg,,https://www.popcornflix.com/series/18-3ii6umkr2twi-dog-city,1,https://api.unreel.me/v2/sites/popcornflix/channels/TV_SHOWS/series?__site=popcornflix&__source=web&page=0&pageSize=10000
Air Force one Is Down,series,"After Air Force One is sabotaged and sent plunging into the Mediterranean, President Harriet Rowntree, is held prisoner in a remote castle hideaway. The message to the United States, free Serbian dictator Arkady Dragutin from prison within twelve hours or the President will die.","Rupert Graves,Jamie King,Linda Hamilton,Cas Ancar,Ken Duken,Emilie de Ravin,Jeremy Sisto",,Cilla Ware,Action/Thriller,,http://imghost.device.screenmedia.net/50768_AirForceOneIsDown_Part1_214x306.jpg,,https://www.popcornflix.com/series/18-poy3a0nktke8-air-force-one-is-down,1,https://api.unreel.me/v2/sites/popcornflix/channels/TV_SHOWS_SERIES/series?__site=popcornflix&__source=web&page=0&pageSize=10000
Adult Life Skills,movie,"Anna is content living in her mom's garden shed, making funny videos all day, but as she approaches 30 she starts feeling the pressure to move on and grow up, without compromising her youthful spirit.",Jodie Whittaker,,Rachel Tunnard,Comedy,,http://imghost.device.screenmedia.net/7927e3ba-d5be-4cd6-a757-37f8dc514e90-1576517730.png,5160,https://www.popcornflix.com/movie/18-buabjmk7994n-adult-life-skills,,https://api.unreel.me/v2/sites/popcornflix/channels/COMEDY/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
Crest of a Wave,series,"Little Annabelle feels alone. She is afraid of water and her Daddy, a sea fisherman, can't take her with him on his boat. Kate and Magic go back to Pocketville to choose a little pet for her, a baby dolphin. But Ima tries to lure our heroes into a trap.","Mark Hanna,Robert Steiner,Katie McGovern",,Orlando Corradi,Family/Kids,TV-Y7,http://imghost.device.screenmedia.net/35155_Puppy7_214x306.jpg,,https://www.popcornflix.com/series/18-ganpuffpahmn-crest-of-a-wave,1,https://api.unreel.me/v2/sites/popcornflix/channels/ALL-TVSHOWS_SERIES/series?__site=popcornflix&__source=web&page=0&pageSize=10000
Dark Knight 106,movie,"Odo wakes from a terrible nightmare in which he betrays Ivanhoe and Rebecca.  Determined to offset any such possibility he makes his way to his old master Karzan's tomb and wrenches the spell-book from the very deceased wizard's grasp.  This sets off a chain of events that Odo cannot control. The Queen's man, Baron Du Bois is sent to warn Ivanhoe that Prince John has employed an assassin known as ‘The Sparrow' to kill him.","Charlotte Comer,Peter O'Farrell,Ben Pullen",,,,PG,http://imghost.device.screenmedia.net/54437_106_DarkKnight_214x306.jpg,2820,https://www.popcornflix.com/movie/18-6e9a04f8-61ae-4f9b-b0f6-f8c6820ef22d-dark-knight-106,,https://api.unreel.me/v2/sites/popcornflix/channels/--NOT_SELECTED-/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
Rock and Roll -  The Movie,movie,"Rock and Roll the Movie follows fresh out of college guy David who moves to LA only to wind up in a bet with his teenage rock star agent idol, William Smythe over his cherished '59 T-Bird. To keep his car, David must convince a now washed-up rocker to return to the Rock and Roll spotlight for good.","Vince Corazza,Darren Dowler,Clark Koelsch",,Darren Dowler,Comedy,,http://imghost.device.screenmedia.net/55842_RockandRoll_214x306.jpg,5460,https://www.popcornflix.com/movie/18-wxqidh79w6aa-rock-and-roll-the-movie,,https://api.unreel.me/v2/sites/popcornflix/channels/BROS-MOVIES/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
The New Americans,series,"Deering High School in Portland, Maine is one of most diverse schools in the nation, and miraculously sees about zero bullying.   So when tennis co-captains Anaise and Liva saw Tabarek Kadhim, a tennis player whose family immigrated from Iraq, struggling on the courts, weighed down by her bulky headscarf, they decided to do something about it.",Tabarek Kadhim,,,,,,,https://www.popcornflix.com/series/18-4fyuydodulob-the-new-americans,1,https://api.unreel.me/v2/sites/popcornflix/channels/SERIES/series?__site=popcornflix&__source=web&page=0&pageSize=10000
AI 187,movie,"The A.I. 187 chip which can revolutionize the inner workings of the human brain has been developed for the greater good, but falling in the wrong hands can be a weapon of mass destruction.","Thomas Dekker,Paul Johansson,Lance Henriksen",,Billy Dickson,Action/Thriller,,http://imghost.device.screenmedia.net/21918955-9b69-4b5e-8435-b68cef26aa76-1571153972.png,6060,https://www.popcornflix.com/movie/18-kfxaj7awlaeg-ai-187,,https://api.unreel.me/v2/sites/popcornflix/channels/SCI-FIANDMYSTERY/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
28 Hotel Rooms,movie,A passionate and lurid affair threatens the day to day lives of an author and an accountant after a one night stand becomes much more. Starring Chris Messina and Marin Ireland.,"Marin Ireland,Chris Messina",,Matt Ross,Romance,,http://imghost.device.screenmedia.net/6c1da44e-d36a-4e92-be6e-982304466c4f-1579281150.jpg,4920,https://www.popcornflix.com/movie/18-syljtohgnwc8-28-hotel-rooms,,https://api.unreel.me/v2/sites/popcornflix/channels/ROMANCE_MOVIES/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
Joe Piscopo -  A Night at Club Piscopo,movie,Joe Piscopo brings his variety of talents to Atlantic City for an intimate night of entertainment.  Join him for an unforgetable night at Club Piscopo.,Joe Piscopo,,Jay Chapman,Comedy,,http://imghost.device.screenmedia.net/53470_JoePiscopo_214x306.jpg,0,https://www.popcornflix.com/movie/18-433190a6-2359-42f3-97c7-917828d8ab80-joe-piscopo-a-night-at-club-piscopo,,https://api.unreel.me/v2/sites/popcornflix/channels/STANDUP-COMEDY/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
Q the Winged Serpent,movie,"NYPD detectives Shepard and Powell are working on a bizarre case of a ritualistic Aztec murder. Meanwhile, something big is attacking people of New York and only greedy small time crook Jimmy Quinn knows where its lair is -- presented by Shout! Factory TV",,,,,,,0,https://www.popcornflix.com/movie/18-b040244b-5545-4545-ae76-1dd9fdf1d310-q-the-winged-serpent,,https://api.unreel.me/v2/sites/popcornflix/channels/SHOUT!-FACTORYTV/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
Lockie Leonard,series,"What chance have you got when your dads a cop, your mum's a frighteningly understanding parent, your brother wets the bed, your best friend's a heavy metal devotee and then you fall in love at 12 and three quarters years old. It can only mean trouble, worry, mega-embarrassment and some wild, wild times.","Sean Keenan,Vici Streeton,Corey McKernan,Clarence Ryan,Briony Williams,Rhys Muldoon",,Peter Templeman,Comedy,PG,http://imghost.device.screenmedia.net/41752_LockieLeonard115_214x306.jpg,,https://www.popcornflix.com/series/18-e2oougfz7q8g-lockie-leonard,2,https://api.unreel.me/v2/sites/popcornflix/channels/SERIES_SERIES/series?__site=popcornflix&__source=web&page=0&pageSize=10000
Price for Peace,movie,"Steven Spielberg, historian Stephen Ambrose, and director James Moll present firsthand accounts of the Pacific Theater of WWII. This powerful documentary examines how brave young men and women dealt with being thrust into this brutal chapter of history.","Stephen Ambrose,Hal Braun,Zenji Abe",,James Moll,Documentary/Shorts,,http://imghost.device.screenmedia.net/dc70b2f0-d595-40d7-94d7-b3a9870e27de-1578583751.png,5340,https://www.popcornflix.com/movie/18-ipixf2ubzgsb-price-for-peace,,https://api.unreel.me/v2/sites/popcornflix/channels/STAFF-PICKS/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
Christmas Eve,movie,"To save her fortune from a designing nephew, Matilda Reid must locate her three long-lost adopted sons in time for a Christmas Eve reunion.","George Raft,Randolph Scott,George Brent",,Edwin L. Marin,Comedy,,https://media.unreel.me/prod/popcornflix/posters/4bbb97f3-3d5b-49f2-bbc2-ef1d76c4bd1b,5400,https://www.popcornflix.com/movie/18-lehrnhcwhc24-christmas-eve,,https://api.unreel.me/v2/sites/popcornflix/channels/TIS-THESEASON/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
The City Is Mine,movie,"After serving a five-year sentence for drug dealing, Gruver is back on the streets and just as ruthless as ever. Driven by greed and ego he will risk everything to reclaim the city that was once his.","Sergio Gay,Kevin Interdonato,Cary Hite,Kirk Ponton",,Patrick Pierre,Drama,,http://imghost.device.screenmedia.net/428d13ab-fa9c-4a71-8398-3472b4385e86-1584470437.jpg,5640,https://www.popcornflix.com/movie/18-jsxw6zfmjmm8-the-city-is-mine,,https://api.unreel.me/v2/sites/popcornflix/channels/THRILLER/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
A Plus Heroes,series,Wild Earth is a nonprofit that brings inner city kids into nature.,,,,,,,,https://www.popcornflix.com/series/18-ygujkda5cpun-a-plus-heroes,1,https://api.unreel.me/v2/sites/popcornflix/channels/TV_SHOWS/series?__site=popcornflix&__source=web&page=0&pageSize=10000
Winnipeg Comedy Festival,series,"Why do the funniest comics have the worst luck?  Host Brent Butt joins a stellar line-up of comedians sharing their best bad luck tales.  Starring Steve Patterson, Claire Brosseau, John Hastings, K Trevor Wilson, Maureen Langan, Pete Zedlacher, and Rob Pue.","Claire Brosseau,Rob Pue,K Trevor Wilson,Brent Butt,Steve Patterson,Pete Zedlacher,Maureen Langan,John Hastings",,Michael Watt,Comedy,TV-14,http://imghost.device.screenmedia.net/41494_WCF302MisfortuneTellers_214x306.jpg,,https://www.popcornflix.com/series/18-rtjqekbhme2m-winnipeg-comedy-festival,5,https://api.unreel.me/v2/sites/popcornflix/channels/TV_SHOWS_SERIES/series?__site=popcornflix&__source=web&page=0&pageSize=10000
Loveswag,movie,"Bronson, a legendary media mogul, is able to bed women at will. That was until he developed an embarrassing medical condition that renders his mastery in the bedroom moot, which is unacceptable with the ladies. On his way to getting his swagger back, restoring his name, and redeeming his company's respectability, will he have to run out on the only woman eager to stay by his side and nurse him back to health?","Charles Mathers,Giovanni Watson,Yaritza Betancourt,Anica Barbosa",,Austin Davoren,Comedy,,http://imghost.device.screenmedia.net/d30fe51a-71a2-4b15-9d30-3664f6ea825a-1576257093.jpg,5400,https://www.popcornflix.com/movie/18-5stddlovep55-loveswag,,https://api.unreel.me/v2/sites/popcornflix/channels/COMEDY/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
Nancy Drew,series,"Vacationing in Paris, Nancy, Bess, and George meet an artist who had unwittingly photographed two terrorist bombers.","Jhene Erwin,Joy Tanner,Tracy Ryan",,John Holosko,,G,http://imghost.device.screenmedia.net/50727_111_NancyDrew_214x306.jpg,,https://www.popcornflix.com/series/18-nutnmrtcboul-nancy-drew,1,https://api.unreel.me/v2/sites/popcornflix/channels/ALL-TVSHOWS_SERIES/series?__site=popcornflix&__source=web&page=0&pageSize=10000
Dark Knight 105,movie,"Ivanhoe, with the help of Rebecca and Odo, breaks into the Royal Mint and steals gold for Richard's ransom.  It is an audacious act and one, which drives Prince John to new heights of fury and hatred towards our intrepid Knight.  Prince John insists Mordour cut Ivanhoe down to size. Mordour seizes on this phrase as a graphic description of just how he should rid them of the Chosen One, once and for all.","Charlotte Comer,Peter O'Farrell,Ben Pullen",,,,PG,http://imghost.device.screenmedia.net/54434_105_DarkKnight_214x306.jpg,2820,https://www.popcornflix.com/movie/18-b1355ffe-0261-4757-9d89-d66ad4f3989b-dark-knight-105,,https://api.unreel.me/v2/sites/popcornflix/channels/--NOT_SELECTED-/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
Born To Raise Hell,movie,"While investigating a Russian gun dealer, an Interpol agent's team is caught in a bloody street war between a Gypsy gang and the Russians, leaving one task force member dead. Fueled with vengeance, he leads us on an action packed thrill ride while avenging his friend's death.","Darren Shahlavi,Zoltan Butuc,George Remes,Dan Badarau,Steven Seagal",,Lauro Chartrand,Action/Thriller,R,http://imghost.device.screenmedia.net/51731_BornToRaiseHell_214x306.jpg,5760,https://www.popcornflix.com/movie/18-5f29e76f-2e2c-48b9-8407-31fa6d78e6c7-born-to-raise-hell,,https://api.unreel.me/v2/sites/popcornflix/channels/BROS-MOVIES/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
Being Dad,series,"Being a parent in today's fast paced world is challenging. Being a celebrity parent is in a world of its own.  In this groundbreaking new series, PROJECT DAD will turn the camera on three busy celebrity fathers as they put their self-focusing careers on the sidelines and get to know their children like never before. The celebrity dads will be tasked with ""full responsibility"" of looking after their young children while mom takes a break. The dads will dive in, no help and no mercy!","DJ Skribble,Donnell Rawlings,Daniel Cosgrove",,,,G,http://imghost.device.screenmedia.net/55897_PD104_214x306.jpg,,https://www.popcornflix.com/series/18-rjqhd58iyqqh-being-dad,1,https://api.unreel.me/v2/sites/popcornflix/channels/SERIES/series?__site=popcornflix&__source=web&page=0&pageSize=10000
Day of the Triffids,movie,"After an unusual meteor shower leaves most of the human population blind, a merchant navy officer must find a way to conquer tall, aggressive plants which are feeding on people and animals.","Howard Keel,Nicole Maurey,Janette Scott",,"Freddie Francis,Steve Sekely",Horror,,http://imghost.device.screenmedia.net/6f3993cb-1a5b-4b86-9fdc-e2dd49f9a5c9-1568741211.png,5640,https://www.popcornflix.com/movie/18-ebopnmprtpzm-day-of-the-triffids,,https://api.unreel.me/v2/sites/popcornflix/channels/SCI-FIANDMYSTERY/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
Candy,movie,"A poet falls in love with an art student who gravitates to his bohemian lifestyle and his love of heroin. Hooked as much on one another as they are on the drug, their relationship alternates between states of oblivion, self destruction, and despair.","James Coburn,Ringo Starr,Walter Matthau,Richard Burton,Marlon Brando,John Huston",,Neil Armfield,Drama,R,http://imghost.device.screenmedia.net/3181ca33-93f6-4ca0-8b32-00d6080b1e94-1578066322.png,6480,https://www.popcornflix.com/movie/18-0f5qkysaibfo-candy,,https://api.unreel.me/v2/sites/popcornflix/channels/ROMANCE_MOVIES/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
Gary Gulman -  In This Economy?,movie,"In this stand-up special, money is a wellspring for the comedy of funnyman Gary Gulman, who aims darts at the überwealthy, including Donald Trump.",Gary Gulman,,Jay Chapman,Comedy,,http://imghost.device.screenmedia.net/53467_GaryGulman_214x306.jpg,0,https://www.popcornflix.com/movie/18-222bb732-bfd8-46d6-9918-2772e4af4c36-gary-gulman-in-this-economy,,https://api.unreel.me/v2/sites/popcornflix/channels/STANDUP-COMEDY/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
Wuthering Heights,movie,"Mistreated foundling Heathcliff and his stepsister Catherine fall in love, but when she marries a wealthy man, he becomes obsessed with getting revenge, even well into the next generation.","Robert Cavanah,Peter Davison,Orla Brady",,David Skynner,Drama,,http://imghost.device.screenmedia.net/ba087167-13bf-48aa-910d-51f477373b7b-1556741244.png,6780,https://www.popcornflix.com/movie/18-eodb6koolr7r-wuthering-heights,,https://api.unreel.me/v2/sites/popcornflix/channels/SHOUT!-FACTORYTV/movies?__site=popcornflix&__source=web&page=0&pageSize=10000
